name,private,fork,archived,language,pushed_at,family,category,status,completion,real_utility,novel_concepts,u_n,description,one_liner,url,tags,salvage,notes
xplurx,True,False,False,Python,2026-01-23,ML research,ML-research-legacy,iteration,6,5,8,13,,"xplur: evolutionary language where agent swarms evolve self-evident symbolic protocols compiled to an immutable Claim/Falsifier/Decision IR, with 100% claimed cross-swarm learnability.",https://github.com/deesatzed/xplurx,"evolutionary-language, symbolic-protocols, IR, swarm","Immutable IR dataclasses: Claim, Falsifier, Decision with prior/posterior confidence and origin. | Grounded symbol semantics so naive swarms can decode without training. | Tournament plus learnability CI gates (test_smoke.py, run_30gen_experiment.py). | RESEARCH_PAPER_DRAFT.md - the idea feeds anonobit and Agent Pidgin.","Private. tests, evo/, experiments/. High novelty; utility is as a protocol layer for other swarms."
RegulusPlus,True,False,False,Python,2025-09-17,Product prototypes,product-prototype,iteration,7,7,5,12,,Cleaner Dockerized Regulus: FastAPI backend + Next.js admin UI over Postgres/Redis/Qdrant/OpenSearch with bootstrap_pnp.py ingestion and pytest.,https://github.com/deesatzed/RegulusPlus,"rag, compliance, docker-compose, policy-bot","Full-stack compose (postgres, redis, qdrant, opensearch, backend, admin_frontend) as a reusable RAG chassis. | backend/scripts/bootstrap_pnp.py ingest+query smoke path. | AGENTS.md contributor standards + pytest.ini; README claims 28 passed / 3 skipped against live containers.",Private; single first commit; much smaller (376 KB) than Regulus — prefer this over the 38MB original.
ABXorcist,True,False,False,Python,2025-09-25,Clinical / EM / PHI,clinical-EM-PHI,iteration,6,7,5,12,,"Standalone TUHS antibiotic CDS (Next.js clinical dashboard, ChromaDB guideline search, PENFAST, audit trail) sitting inside a 45MB dump that also contains Regulus/Cognitron/Thalamus docs.",https://github.com/deesatzed/ABXorcist,"antibiotics, chromadb, penfast, audit-trail","PENFAST penicillin-allergy scoring + culture-guided therapy in tuhs_integration/. | JSON TUHS guideline pack + ChromaDB semantic lookup. | Audit-trail / confidence display for CDS governance. | Ignore the unrelated Regulus_*, Thalamus_*, Cognitron_* markdown — copy-paste from ersatz_rag.",Private; created and pushed same day 2025-09-25. Huge diskUsage from sibling RAG/docs. Prefer TUHSabxGuide for the clean app; this for vector+PENFAST.
ACA-gap,True,False,False,JavaScript,2026-02-23,Clinical / EM / PHI,clinical-product,iteration,6,7,5,12,,ClearPath: pro-bono 2026 ACA-subsidy-cliff navigator - client-side Monte Carlo risk/lab/HSA engine emitting three coverage blueprints; Express/OpenRouter only for optional copilot.,https://github.com/deesatzed/ACA-gap,"ACA, coverage-navigator, Monte-Carlo, Fly.io","clinicalEngine.js entirely in-browser: risk profile, predicted labs with cash-pay prices, seeded monteCarlo(1000), three blueprints. | No-PHI design: backend is AI-only with NDJSON audit plus policy RAG. | Deep-link parameterization plus Health Plan Explainer; deployed Fly.io. | HSA growth projection plus DPC pays-for-itself lab table as the 2026-specific angle.",Private. No README; CLAUDE.md/PLAN.md used instead. clearpath-v2.jsx monolith still in root beside app/. Real civic utility.
CAM-RAG,False,False,False,Python,2026-05-08,LLM / agents / tooling,LLM-RAG,iteration,6,7,5,12,,"Clean-room RAG platform merging CAM-Pulse, repofrax family retrieval, and Ragamuffin hybrid search (hash-dense + BM25 + RRF, alpha).",https://github.com/deesatzed/CAM-RAG,"RAG, RRF, CAM-Pulse","policy hooks for PHI/RBAC in cam_rag layout. | Blended rerank, intersection boost, BM25 anti-flood. | Hash dense backend for tests; real embeddings next. | apps/ragamuffin document-folder app.","Public, tests, pyproject, CI. Better home than newragcity."
CAM_Codx,False,False,False,Python,2026-08-22,LLM / agents / tooling,LLM-agents-tooling,iteration,6,7,5,12,,"Codex-native control plane for CAM: describe an outcome, pick a registry-backed CAM_CAM route, show side effects, record evidence. Direct CAM_CAM remains the runtime.",https://github.com/deesatzed/CAM_Codx,"cam, codex-skills, repo-intelligence, xxtape","Normal workflow contract: install cam-codx skill, ask for an outcome, bounded approvals. | XTtape showpiece: vanilla-vs-CAM planning comparison. | agent-packs/, prompts/, tools/ as reusable CAM skill surface.","Public, 1 star. Docs-heavy. Pairs with CAM_CAM. No CI in this repo."
HC_PII_REDACT_MCP,True,False,False,Python,2025-09-08,Clinical / EM / PHI,clinical-EM-PHI,iteration,6,7,5,12,,Earlier MCP PHI redactor covering 21 HIPAA identifiers with regex+local LLM (Ollama II-Medical-8B and later MLX Knife dual backend).,https://github.com/deesatzed/HC_PII_REDACT_MCP,"phi-redaction, mcp, ollama, mlx, hipaa",Explicit 21 HIPAA Safe Harbor category list and standardized placeholders. | Dual backend selector (server2_mlxk.py / server2_ollama.py / server_selector.py). | README_TWO_STAGE_ARCHITECTURE.md + force_llm flag on scan_healthcare_text. | claude_desktop_config.json MCP wiring — copy into other local tools.,"Private; .env committed. Predecessor/sibling of redaktR; keep category list + dual-backend, prefer redaktR pipeline."
CIO-II,False,False,False,Python,2026-05-01,Product prototypes,product-prototype,iteration,7,6,6,12,Leveraging MacOs M series AI for improved Precision Computing,"Local-only macOS writing assistant that suggests never silently replaces, and routes ambiguous cases to on-device Apple FM as a selector not a generator.",https://github.com/deesatzed/CIO-II,"Apple-FM, writing-assistant, local-only, macOS","Model never generates text; 80ms timeout; do-nothing is first-class. | Hard-blocks password fields, code editors, terminals; tracked undo; trust circuit breaker. | CI plus claimed 331 tests; validate-user-journey.sh and verify-mitigations.sh.",Public. Product-first README. Predecessor of CIO-Shield. Python-on-macOS not native Swift.
CIO-Shield,False,False,False,Python,2026-05-03,Product prototypes,product-prototype,iteration,7,6,6,12,,CIO-II lineage plus tokenized clipboard shield with vault backfill and Apple FM semantic detection; README still copy-pasted from CIO-II.,https://github.com/deesatzed/CIO-Shield,"Apple-FM, clipboard-shield, macOS",Tokenized clipboard shield with vault backfill. | Apple FM as 80ms candidate-selector that may do nothing; never generates text. | Password-field hard-block and trust circuit breaker from CIO-II.,Public. README is still the CIO-II landing page. Real delta is clipboard vault.
manEganx,True,False,False,JavaScript,2026-02-27,Product prototypes,product-prototype,iteration,7,6,6,12,,"Clarity: privacy-first PWA anxiety toolkit with a 6-factor Loop Radar routing into 7 gated protocols, crisis-to-988, and AES-256-GCM localStorage. 514 tests claimed.",https://github.com/deesatzed/manEganx,"anxiety, ACT, PWA, privacy",MEAL (body) vs MENU (narrative) split as the core clinical metaphor. | Loop Radar 6-factor classification driving protocol gating. | Anti-reassurance: detect certainty-seeking and protocol overuse; name the loop instead of feeding it. | Zero-linkage: no accounts/server/analytics; AES-256-GCM localStorage; crisis keyword routing to 988.,"Private repo with public-quality README. Vite/JS, tests/. Mental-health safety is actually implemented."
onco_snp_nutra,True,False,False,JavaScript,2026-05-17,Clinical / EM / PHI,clinical-EM-PHI,iteration,7,6,6,12,,Local prototype with evidence containers and safety gates.,https://github.com/deesatzed/onco_snp_nutra,provenance,Evidence containers. | Gated retrieval. | Reviewer packet.,Private. Large README.
aXc,True,False,False,Python,2025-10-31,LLM / agents / tooling,LLM-agents-tooling,iteration,6,6,6,12,,"Development dump of AutoXConsult V3: 6-model ensemble, research-informed clarification loop, Alpine UI, lots of session transcripts.",https://github.com/deesatzed/aXc,"ensemble, clarification, decision-support","Phase 5 interactive clarification: detect ambiguities → PubMed/arXiv → ask 4 questions → refine before expensive ensemble | 6 decision models (Markov, Causal, Bayesian, RL, Game-theoretic, Multi-objective) + arbiter | Enhanced dialogue engine with multi-party support (Oct 31 commits)","Messy (98 root files, debug scripts). Canonical *dev* tree; ship from aXc-v3.1-rc1."
clininfo-gate,True,False,False,Python,2026-06-29,Clinical / EM / PHI,clinical-EM,iteration,6,6,6,12,,Private guardrails-suite: local synthetic epistemic-risk wrapper around an OpenEvidence workflow without storing PHI or calling OE.,https://github.com/deesatzed/clininfo-gate,"openevidence, voi, guardrails, pdde, private","Completeness VOI loop + narrative attribution risk guardrails (PR #1). | Independent verifier inside an OE improvement loop — does not replace OE. | Sibling-package imports (ClinicalAiForensics pdde, AdmSVE) never vendored.",Private. Substantial README. Related to EMEX. Depends on sibling private packages not in this batch.
GS_inpatient,False,False,False,Python,2026-08-23,Clinical / EM / PHI,clinical-EM,iteration,6,6,6,12,,"boarding-yield: contract-first synthetic hospital that auto-allocates staffed inpatient beds under ED boarding with no HITL, remaining-LOS forecast, and bill-invariance proofs.",https://github.com/deesatzed/GS_inpatient,"ed-boarding, bed-allocation, synthetic-first, fastapi, ci","Frozen contracts/fixtures + hourly scenario runner + append-only event evidence with replay. | Acceptance verdicts: bill invariance, floor rules, no-HITL policy — ./scripts/verify.sh. | Read-only Streamlit viewer over FastAPI executor.",CI ci.yml. README honest about synthetic scope. Directly in his EM domain. Public.
HBRnexus,True,False,False,Python,2025-10-01,Clinical / EM / PHI,clinical-EM-PHI,sunset-candidate,6,6,6,12,,"Earlier Aegis Honest Broker: GPT risk scoring, NL→SQL with 5-layer validation, Celery fulfillment, S3 pre-signed delivery. Nested redaktR.",https://github.com/deesatzed/HBRnexus,"hipaa, honest-broker, nl2sql, celery",NL→SQL 5-layer validation pipeline (don't lose this when using tuhs-honest-broker) | AI auto-approval risk score 0–100 + 30+ PHI identifier exclusion list | REDAKTR_INTEGRATION_PLAN.md for de-identification,Superseded by tuhs-honest-broker (which vendors HBRnexus-main). Salvage the SQL-validation and auto-approval pieces if missing upstream.
medical-autoXcon,True,False,False,Python,2025-11-18,Clinical / EM / PHI,clinical-EM-PHI,iteration,6,6,6,12,,"Standalone AutoXcon-Medical: 3-level domain→specialty→subspecialty classifier with molecular tags as metadata, VAMS per-subspecialty memory, PubMed/trials MCP.",https://github.com/deesatzed/medical-autoXcon,"classification, oncology, vams, mcp","Hierarchy vs metadata split: EGFR/ALK/BRAF/PD-L1 as tags, geriatrics as modifier — not extra tree levels | Per-subspecialty VAMS cache with adaptive thresholds | ncbi-mcp-server + biomcp evidence aggregation",Best AutoXcon specialization. Commit history shows they had to replace template-string 'synthesis' with real GPT calls — trust tests more than badges.
ralfed,True,False,False,Python,2026-02-21,LLM / agents / tooling,LLM-agents-tooling,iteration,6,6,6,12,,"The Associate: autonomous SWE orchestrator with DIRAC (Claude Code as subprocess from a JSON spec), cross-task failure mining into Postgres, and a 6+1 Sentinel audit gate.",https://github.com/deesatzed/ralfed,"DIRAC, SWE-agent, sentinel-audit, SOTAppR","DIRAC: inject .claude/ skills/hooks/CLAUDE.md into a target repo and drive Claude Code as a subprocess. | Cross-task failure pattern mining: normalized error signatures injected as forbidden approaches on later tasks. | Sentinel 6+1: dependency jail, style match, chaos check, placeholder scan, embedding drift, claim validation, optional second-LLM review. | SOTAppR 9-phase architecture-first planning with hard-stop gates.",Private. README is The Associate. 2026-02-21 commit promoted the-associate to root. Related empty ralfzero.
self-improving-krs,True,False,False,Python,2025-11-15,LLM / agents / tooling,LLM-agents-tooling,iteration,6,6,6,12,,"DKR library: TF-IDF + entity/alias routing instead of hash embeddings, LRU cache, explainable matches, alias learning from successes.",https://github.com/deesatzed/self-improving-krs,"retrieval, deterministic, tfidf, explainability",TF-IDF + entity/alias matcher with per-result explanations (dkr_router/) | Self-improving alias table from successful queries | Claimed 21/21 vs 5/21 hash-embedding accuracy on developer queries — keep the fixture set,"Library extraction of deterministic_knowledge_retrieval. Pair them: packs in DKR repo, router here."
Vamplify-Claude,True,False,False,Python,2025-11-06,LLM / agents / tooling,LLM-agents-tooling,iteration,6,6,6,12,,"Claude Code integration of VAMS as 'action memory' (not RAG): MCP server with 13 tools, conversation compression, skill persistence.",https://github.com/deesatzed/Vamplify-Claude,"claude-code, mcp, vams, skills","Reframe: VAMS as muscle-memory action pointers, not document retrieval (docs/VAMS_REFRAMING.md) | MCP 13-tool server (vams_mcp_server/) | Claimed 250K→680 token coordination via action pointers",The Claude-facing packaging of VAMS. Overlaps VAMS core MCP. Keep one MCP surface.
Vamstar-Technology,True,False,False,Python,2025-11-06,Clinical / EM / PHI,clinical-EM-PHI,iteration,6,6,6,12,,"AEGIS: schema-based binary compression + PHI/PII filter + MCP bridge + synthetic datagen, aimed at healthcare tool-calling.",https://github.com/deesatzed/Vamstar-Technology,"compression, phi, mcp, aegis",aegis_core schema-based binary protocol (claimed lossless + CRC) | aegis_guard automatic PHI/PII detection/filter (0% leakage claim) | aegis_bridge MCP tool registration/chaining | aegis_datagen privacy-preserving synthetic data,Name is Vamstar; product is AEGIS. Complements redLTcMed (clinical text) vs this (tool-call payloads).
EmberScape,False,False,False,TypeScript,2026-08-27,Geospatial / risk,geospatial-risk,iteration,5,6,6,12,WUI prevention planner. Ember-cast on a subdivision that still fails with 5-ft gravel.,Browser WUI prevention planner: ember-cast on a subdivision that still fails despite a 5-ft gravel strip; ranked hardening queue mapped to NFPA 1140/1144.,https://github.com/deesatzed/EmberScape,"wui, fire-prevention, nfpa, hydroscape-cousin, vite","Product thesis: 5-ft gravel is not a product; vents/fences/decks/eaves/juniper/canopy/shakes are why house 12 still fails. | Jobs split: fire-marshal ember-cast + ranked inspection list vs planner fuel-break vs engine-company investment (labeled screening, not ISO). | README non-goals (no ignition picker, not counter-terrorism) — copy this constraint style.","Vite+TS, README strong, no tests/CI. One commit 2026-08-27. HydroScape 4D fire cousin. Demo-quality."
vam-satzed,True,False,False,Python,2025-11-15,LLM / agents / tooling,LLM-agents-tooling,iteration,6,5,7,12,,"Personal 'ChatGPT Oracle': VAMS Hopfield memory over exported chats plus ECHO 6-dimension personality, with Echo-main vendored in.",https://github.com/deesatzed/vam-satzed,"vams, echo, digital-twin, hopfield",Three-script pipeline 1_import_conversations.py → 2_form_memories.py → 3_recall_memories.py | VAMS_VS_VECTOR_RAG.md positioning (attractor recall vs cosine RAG) | ECHO 6-dimension personality overlay on experiential memory,"50k disk, includes Echo-main. Personal digital twin; methods are the salvage, not the chat data."
CAM_Asst_Pendiolam,False,False,False,Rust,2026-08-02,LLM / agents / tooling,knowledge-governance,iteration,5,5,7,12,,"Common Reality: local-first Rust+React Shared Reality Packets keeping source, claims, counterevidence, uncertainty, and minority reports distinguishable.",https://github.com/deesatzed/CAM_Asst_Pendiolam,"shared-reality-packets, provenance, rust, react",SRP schema: source vs claim vs evidence vs counterevidence vs uncertainty vs minority reports. | Product sentence: build the shared record before asking people to agree.,Gate 2 evidence recorded. README substantial. No CI. High-novelty governance object model.
SQLcortex,True,False,False,Python,2025-11-29,LLM / agents / tooling,LLM-agents-tooling,iteration,5,5,7,12,,"PostgreSQL-trigger 'superego' that rejects unsafe AI-agent thoughts on INSERT, logging them to a subconscious table; optional VAMS conflict layer.",https://github.com/deesatzed/SQLcortex,"postgres, guardrails, triggers, agent-safety","Trigger-level thought validation (keyword microseconds, LLM only on need) in cortex_db/ | Subconscious table of rejected thoughts as a training signal | Database-as-superego metaphor — copy into any agent persistence layer",Distinctive architecture. Two 'first commit' messages same day; more design than battle-tested runtime.
vamllama,True,False,False,Python,2025-11-05,LLM / agents / tooling,LLM-agents-tooling,iteration,5,5,7,12,,Local Ollama + VAMS compression so 2B models can coordinate 10+ domain specialists whose raw context would overflow a 4k window.,https://github.com/deesatzed/vamllama,"ollama, vams, local-llm, multi-agent",95% specialist-output compression (5KB → ~120 tokens) so tiny models can synthesize | use_cases/ domain specialist prompt packs | Docker/Ollama local-cost architecture (vs cloud 128k models),Best 'make tiny local models punch up' design. Cost math in README is marketing; the compression-for-orchestration pattern is real.
clawswarmed,False,False,False,Python,2026-07-21,ML research,ML-research,iteration,6,4,8,12,,Research instrument (Glass Gate) measuring whether an AI-team structure preserves the one correct minority signal when most agents are plausibly wrong.,https://github.com/deesatzed/clawswarmed,"glass-gate, multi-agent, minority-signal, prereg",GLASSGATE_LIFT = D(scarce_protected) minus max of abundant/random/naive-topk. | Label-free controllers + multi-seed battery (Glass Gate Control V2). | Prereg files and replayable ledgers before any claim.,No CI. Primary impl broadcast_alpha/. Falsifiable metric. Feeds lvswarm.
mamaclaw-hearth-sdk,True,False,False,TypeScript,2026-04-14,Clinical / EM / PHI,clinical-EM-PHI,final,7,7,4,11,MamaClaw clinical intelligence integration package for Hearth Connected Care,"Delivery package for Hearth Connected Care: OpenAPI specs, JSON Schema contracts, TypeScript React/Zustand SDK, hardware CanonicalEvent templates, checksummed manifest.",https://github.com/deesatzed/mamaclaw-hearth-sdk,"Hearth, SDK, OpenAPI, CanonicalEvent","WellnessUplink tagged-union plus heartbeat/config-update/circle-member JSON Schemas. | CanonicalEvent template, SENSOR_MAPPING_TEMPLATE.csv, shadow-mode runbook. | CORAL_MODEL_CONTRACT.md for Coral TPU models. | TypeScript SDK: React hooks, Zustand, WebSocket, push helpers.","Private. Single delivery commit 2026-04-14. Partner-facing, not a living app."
WhiskeySages,True,False,False,TypeScript,2026-07-06,Product prototypes,product-prototype,iteration,7,7,4,11,,"Private production AI sommelier (whiskysage.fly.dev): conversational palate, guided tasting modes, bottle photo lookup, SpiritVersion pricing history. Huge messy tree.",https://github.com/deesatzed/WhiskeySages,"whisky, fly.io, prisma, voice, private, shipped","SpiritVersion separation for bottle/version data reuse and pricing history. | Guided tasting modes: Quick Calibration, Deep Tasting, Compare Two Pours, Revisit, Glass Evolution. | Silent capability inference from language + tasting behavior. | vendorSelector.ts / purchaseOptimizer.ts / tariffCalculator.ts commerce layer.",Live Fly app. CI ci.yml+deploy.yml. Root is a documentation landfill plus a zip. pinwhisked is the cleaner Sage Night slice. Last code commits Apr 2026.
CC_Codx_Sandboxed,False,False,False,Python,2026-08-23,LLM / agents / tooling,LLM-agents-tooling,iteration,6,7,4,11,,"Portable launcher: Claude Code + Codex OS-sandboxed to a folder, talking to a hybrid router (OpenRouter first, local Qwen 3.8 27B Abliterated MLX 4bit on refusal).",https://github.com/deesatzed/CC_Codx_Sandboxed,"claude-code, codex, mlx, sandbox, router","Hybrid router.py: OpenRouter first, local MLX on refusal; hop receipts, witness.py, graph_context.py. | bootstrap.sh one-command Mac install that never downloads weights. | model-switch.sh + claude-tui + prove-sandbox.sh.",His daily coding harness. Tests dir present. Public. Needs Apple Silicon + keys.
imbora,False,False,False,Python,2026-08-27,Infra / devops,data-pipelines,iteration,7,6,5,11,,Autonomous 9-phase LLM-guided AutoML for imbalanced/churn tabular data that ships a model package plus a 9-sheet Excel with the AI full reasoning trail.,https://github.com/deesatzed/imbora,"imbalanced-learning, automl, excel-report, xgboost, ci","Explicit SWE nodes: State Manager, Research Unit, Librarian, Builder, Sentinel, Council — not one monolithic prompt. | Excel reasoning-trail report (why, not just what) as the user-facing artifact. | Foundry campaigns: evidence-driven recovery without provider spend. | Open-World-Feature-Foundry prompts in repo root.","Python package with tests, docker-compose, Actions (install/lint/test), huge GOAL/PROGRESS docs."
aXc-v3.1-rc1,False,False,False,Python,2025-11-17,LLM / agents / tooling,LLM-agents-tooling,iteration,6,6,5,11,,"Public clean Docker deploy of AutoXcon V3.1 + SAGI: 6-model ensemble, Alpine.js UI, Redis, executive dashboard/export.",https://github.com/deesatzed/aXc-v3.1-rc1,"ensemble, docker, decision-support, sagi","6-model decision ensemble + AI arbiter (backend/ensemble, backend/agents) | SAGI soc decision-persistence layer | Alpine.js 50KB transparency UI (frontend-alpine/) — good pattern vs React SPA dumps",Cleanest AutoXcon tree (no session dumps). Prefer this over aXc / autoXcon / aXc-V / autoxcon-V.
aXcA4cast,True,False,False,Python,2026-01-14,Clinical / EM / PHI,clinical-forecasting,iteration,6,6,5,11,,"ACE hospital-census forecaster packaged as a 365-day production simulation: ACE vs naive vs ARIMA, weather features, monthly retrain, and a NoCheatingValidator against leakage.",https://github.com/deesatzed/aXcA4cast,"census-forecast, ACE, drift-detection, no-leakage","NoCheatingValidator: predictions may only use data available as-of the prediction date. | Triple drift: data distribution, model performance, feature/weather quality. | Monthly retrain using aXc priors; track SLSQP iteration reduction as a learning-curve metric. | Cost-savings plus worst-day failure analysis reporting (generate_dashboard.py, dailyAdm1726.csv).","Private. README still has /Volumes/WS4TB paths. Docker, pytest.ini. Same ACE family as SportsCardArbitrager."
CAM_Assistant,False,False,False,Swift,2026-08-09,Personal / local tools,macos-local-memory,iteration,6,6,5,11,Private local-first macOS memory inbox with Direction continuity (Pattern A). Standalone SwiftPM product.,"Standalone SwiftPM macOS local-first memory inbox: Save, Find with sources, Keep, plus a Direction strip (people, promises, Talk). Optional local LM Studio/Ollama; Find works offline.",https://github.com/deesatzed/CAM_Assistant,"swift, direction, local-first, ci, pages",Direction continuity Pattern A (people/promises on Home) — the product differentiator vs generic note search. | On-disk store under ~/Library/Application Support/CAMAssistant/; MIT; landing via pages.yml.,CI ci.yml + pages.yml. Public. Successor surface to cam_wiki. Tests present. Still in progress per remaining GOAL_*.md.
Claude_Sovereign,False,False,False,Shell,2026-04-20,LLM / agents / tooling,LLM-agents-tooling,iteration,6,6,5,11,,Claude Code plugin: 12 mode-gated slash commands plus /sovereign world-model/witness-log layer and silent integrity hooks.,https://github.com/deesatzed/Claude_Sovereign,"Claude-Code, slash-commands, sovereignty, witness-log","PRINCIPLES.md: Karpathy pitfalls plus four governance invariants. | Hash-chained witness log and authority tiers on every tool call. | Silent hooks: ambiguity, integrity, destructive, auto-handoff, witness. | registry.yaml plus .claude-plugin manifest as a portable command library.","Public. Shell + markdown commands. digest.txt is huge. A Claude Code operating system, not a runtime."
clinical-inertia,True,False,False,Python,2026-02-15,Clinical / EM / PHI,clinical-EM-PHI,iteration,6,6,5,11,,Agentic ClinicalBERT-style pipeline that flags likely monitor-only inpatient days under hard policy gates with a strict v2.2 Pydantic schema and FastAPI/CLI.,https://github.com/deesatzed/clinical-inertia,"clinical-inertia, monitor-only-days, policy-gates","Output contract v2.2: monitor_only_probability, predicted_inertia_days, discharge_complexity_score, key_phrases, sdoh_flags, vital_trend. | Hard policy.py gates: confidence fallback, signal loss, latency, drift - fail closed. | engine.py longitudinal encounter-day inference plus examples/encounter_synth_granular_v1.json. | WHITEPAPER.md problem framing: monitor-only days as a documentation/ops failure.","Private. tests, pyproject, API. vocab.txt is 1MB tokenizer. Complements AdmSVE/CaseForge."
codebase-archaeology,True,False,False,Python,2025-12-02,LLM / agents / tooling,dev-tooling,iteration,6,6,5,11,,"Python multi-codebase analyzer: discover→embed→FAISS retrieve, then LLM-synthesize cross-repo patterns and new-app ideas.",https://github.com/deesatzed/codebase-archaeology,"code-search, faiss, multi-repo, idea-generation",Five-phase pipeline (Discovery → Deep Dive → Snippet Extract → Index → Retrieve) | Cross-codebase idea generation (pattern synthesis / integration / new apps) from the 2025-12-02 breakthrough commit | PERSONAL_USE_CASE_GUIDE.md for dozens of iterating backups — the actual user story,Overlaps vam-archaeology. This one is more retrieval/FAISS; VAM one is Hopfield agents. 112-file doc dump.
Critical-E2AP,False,False,False,Python,2026-08-17,Clinical / EM / PHI,clinical-EM,iteration,6,6,5,11,,"Synthetic-first Evidence-to-Attestation revenue-integrity workbench: payer-neutral pre-bill review that does not infer physician time, recommend codes, or auto-change claims.",https://github.com/deesatzed/Critical-E2AP,"revenue-cycle, attestation, synthetic-first, fastapi, ci","Hard non-goals: no time inference, no code recommendation, no automatic doc/charge/claim mutation. | Durable synthetic API seam + reviewer workbench (app/ + web/) and make verify. | WHITE_PAPER.md / PRD.md for the evidence-to-attestation framing.","CI verify.yml, docker-compose, alembic. README notes web has no dedicated dev script yet. EM billing domain."
eWhereTF,True,False,False,Python,2025-09-30,Personal / local tools,personal-knowledge-tools,iteration,6,6,5,11,,macOS clipboard/hotkey encrypted note vault with FTS5+vector hybrid search and a 40-category AI tagger; CogniOS 'cognitive OS' layer is mostly overclaimed wrapping.,https://github.com/deesatzed/eWhereTF,"clipboard, local-first, hybrid-search, mlx",Hotkey agent (⌃⌘Z / ⇧⌘Z / ⌥⌘Z) + passworded vault init in src/ — actually usable daily driver. | 40+ category AI classifier with hierarchical tag synthesis and YAML routing/redaction rules. | Hybrid FTS5 + vector search with Reciprocal Rank Fusion (/ingest and /search HTTP APIs). | Sensitivity redaction on save — reuse in PHI/clipboard pipelines.,Private Python; LICENSE; tests/; Docker. Commits show real category-system iteration. CogniOS ambient/federated-learning claims should be discounted.
FloodRisk4D,False,False,False,TypeScript,2026-08-27,Geospatial / risk,geospatial-risk,iteration,6,6,5,11,,HydroScape 4D: guided residential-lot diagnostic (address to IRC R401.3 10-ft envelope to NOAA Atlas 14 storms to canvas 3D water-path sim to mitigation toggles).,https://github.com/deesatzed/FloodRisk4D,"flood, irc-r401.3, usgs-epqs, noaa-atlas14, angular, se-pa","Guided path Address-Site-Inspect-Simulate-Act with explicit non-claims (not FEMA, not stamped hydro, not 1m LiDAR). | IRC 2021 R401.3 quoted in UI plus PA Home Improvement Consumer Protection Act contract/deposit language. | USGS EPQS + regional slope model + canned failing Piedmont (West Chester) demo lot.","Angular app, ~4k disk. Latest commit turned 4D sim into a guided lot diagnostic. Core works without Gemini key."
gemoptiq,False,False,False,Python,2026-06-10,LLM / agents / tooling,LLM-agents-tooling,iteration,6,6,5,11,,"Cortex Sentinel: local safety console for coding agents — classify effect, block protected paths, wait for human on ambiguous actions, keep replayable traces. Not an OS sandbox.",https://github.com/deesatzed/gemoptiq,"agent-supervision, policy-gate, pty, audit-trace",Brake-pedal supervision layer (watch/stop/ask/replay) as the practical alternative to claiming a hard sandbox. | DSS-WBV v4 handoff + sentinel.yaml policy. Object model continues in mcp-cortex.,"Public-facing app is Cortex Sentinel. Landing docs/index.html. Tests present, no CI."
kree8r,True,False,False,Python,2025-09-30,LLM / agents / tooling,LLM-agents-tooling,iteration,6,6,5,11,,Strands-based multi-agent software-delivery harness plus a meta_builder that scaffolds tagged agent projects from templates.,https://github.com/deesatzed/kree8r,"strands, codegen, quality-gates, meta-builder","Specialist-tool orchestrator in kree8r-complete-agents.py: intent → env bootstrap → implement/diagnose → quality+PR. | meta_builder pipeline (templates.py, pipeline.py, backends.py): JSON/SQLite/chroma/pgvector memory plus ranked template selection. | Deterministic quality validator that actually runs lint/test/build via subprocess and records skip vs fail. | Focused git secret scanner (AWS keys, PATs, leaked .env) and package-manager/script discovery helpers.",Private; single 'first commit' 2025-09-30; tests/ and pyproject.toml present; README truncated at 8k. Looks agent-written but has real structure.
redaktorg,False,False,False,Python,2026-06-04,Clinical / EM / PHI,clinical-PHI,iteration,6,6,5,11,,"Local clinical-document pipeline: exact-line dedup, then PHI redact, then reorganize. Empirically: trim-before-redact leaks identifiers.",https://github.com/deesatzed/redaktorg,"deid, mlx, dedup, phi-ordering",Ordering result: aggressive trim before redaction deletes unique identifier copies; dedup-then-redact is the safe order. | Learned suppression layer for clinical false positives (drug/symptom terms mislabeled as names). | Token classifier plus regex for structured IDs.,Small focused library vs RedaktSafe workbench vs HarborSafePHI browser app. Keep this as the pipeline kernel.
RedaktSafe,False,False,False,Python,2026-06-16,Clinical / EM / PHI,clinical-PHI,iteration,6,6,5,11,,"Local-first de-identification workbench: redacted text, packet JSON, receipts, synthetic eval harness, optional HF NER, encrypted learning queue.",https://github.com/deesatzed/RedaktSafe,"deid, packets, receipts, fastapi, learning-mode","Packet pipeline + schema-backed artifacts + synthetic eval harness from redaktsafe_codex_handoff/. | Learning mode: encrypted local snippet retention, correction capture, canaries, shadow-mode promotion gates.",No CI. Local FastAPI + static UI. Honest residual-risk disclaimer.
